B,,Target,the ladder is on the floor,target,211790278,M1_Noun_intransitivePPbeg_19,,F2_Noun_intransitivePPbeg_19,,,6,7,2,,,
,,P1,the adder is on the floor,mp,171820001,,,,,,,,,,,
,,P2,the lad is on the floor,distant,61875193,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the rope is on the floor,assoc,287100260,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the chair is on the floor,un,180409850,,,,,,,,,,,
,,Un,the worm is on the floor,un,295583657,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,bug,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the bug is on the table,target,334356071,M1_Noun_intransitivePPbeg_20,,F2_Noun_intransitivePPbeg_20,,,6,7,1,,,
,,P1,the bun is on the table,mp,242946103,,,,,,,,,,,
,,P2,the rug is on the table,mp,87750751,,,,,,,,,,,
,,P3,the bag is on the table,mp,253140481,,,,,,,,,,,
,,S1,the bird is on the table,coord,244205458,,,,,,,,,,,
,,S2,the cat is on the table,coord,289930448,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,fork,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,The fork is on the table,target,250848955,M1_Noun_intransitivePPbeg_21,,F2_Noun_intransitivePPbeg_21,,,5,7,1,,,
,,P1,the pork is on the table,mp,296284007,,,,,,,,,,,
,,P2,the fort is on the table,mp,1337402,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the knife is on the table,coord,414583714,,,,,,,,,,,
,,S2,the plate is on the table,coord,16601710,,,,,,,,,,,
,,Un,the spoon is on the table,coord,311046191,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,map,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the map belongs to the girl,target,53228888,,M2_Noun_intransitivePPbeg_52,,F1_Noun_intransitivePPbeg_52,,7,7,1,,,
,,P1,the mat belongs to the girl,mp,216105094,,,,,,,,,,,
,,P2,the cap belongs to the girl,mp,18570298,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the book belongs to the girl,coord,128396739,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the letter belongs to the girl,un,39163306,,,,,,,,,,,
,,Un,the notebook belongs to the girl,un,296196317,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,king,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the king rests on the chair,target,106318892,,M2_Noun_intransitivePPbeg_63,,F1_Noun_intransitivePPbeg_63,,8,6,1,,,
,,P1,the ring rests on the chair,mp,320902886,,,,,,,,,,,
,,P2,the wing rests on the chair,mp,150888182,,,,,,,,,,,
,,P3,the string rests on the chair,mp,360527153,,,,,,,,,,,
,,S1,the queen rests on the chair,coord,127866917,,,,,,,,,,,
,,S2,the crown rests on the chair,assoc,42029989,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,son,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
B,,Target,the son works when required,target,177074570,,M2_Noun_intransitivePPbeg_65,,F1_Noun_intransitivePPbeg_65,,8,6,1,,,
,,P1,the sum works  when required,mp,333343406,,,,,,,,,,,
,,P2,the gun works when required,mp,227351131,,,,,,,,,,,
,,P3,the nun works when required,mp,212791855,,,,,,,,,,,
,,S1,the daughter works when required,coord,346609535,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the deckchair works when required,un,283468640,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,link,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
B,,Target,the link breaks suddenly,target,164198960,,M2_Noun_intransitivePPbeg_70,,F1_Noun_intransitivePPbeg_70,,8,4,1,,,
,,P1,the sink breaks suddenly,mp,233588119,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the knot breaks suddenly,coord,82890817,,,,,,,,,,,
,,S2,the bolt breaks suddenly,coord,305448533,,,,,,,,,,,
,,Un,the key breaks suddenly,un,25141096,,,,,,,,,,,
,,Un,the tap breaks suddenly,un,205724128,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,piece,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,The piece lays on the table,target,109789949,,M2_Noun_intransitivePPbeg_83,F2_Noun_intransitivePPbeg_83,,,8,6,1,,,
,,P1,The quiche lays on the table,distant,151977176,,,,,,,,,,,
,,P2,The peas lay on the table,mp,90186349,,,,,,,,,,,
,,P3,The fleece lays on the table,mp,223824382,,,,,,,,,,,
,,S1,The knife lays on the table,assoc,79823443,,,,,,,,,,,
,,S2,The cake lays on the table,coord,268187408,,,,,,,,,,,
,,Un,x,x,,,,,,,,,,,,
,,Un,x,x,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,hares,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the hares sit in the grass,target,153350132,,M2_Noun_intransitivePPbeg_88,F2_Noun_intransitivePPbeg_88,,,4,7,1,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,the pears sit in the grass,mp,318095657,,,,,,,,,,,
,,P3,the bears sit in the grass,mp,329292812,,,,,,,,,,,
,,S1,the dogs sit in the grass,coord,286293539,,,,,,,,,,,
,,S2,the guinea pigs sit in the grass,coord,110820515,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,pie,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin ,Conc bin,Syllable,,,
,,target,The pie is on the table,target,344737331,,,M3_ACT_027,F2_ACT_027,,7,7,1,1,,
,,P1,The tie is on the table,mp,274462592,,,,,,,,,,,
,,P2,The plant is on the table,distant,301068881,,,,,,,,,,,
,,P3,x, x ,x,,,,,,,,,,,
,,S1,The cake is on the table,coord,440305114,,,,,,,,,,,
,,S2,The tin is on the table,assoc,118681120,,,,,,,,,,,
,,Un,The shirt is on the table,un,361422344,,,,,,,,,,,
,,Un,x, x ,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,judge,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the judge sits in front of him, target ,33765791,M1_Noun_intransitivePPbeg_45,,F2_Noun_intransitivePPbeg_45,,,7,5,1,1,,
,,P1,the fudge sits in front of him, mp ,123055120,,,,,,,,,,,
,,P2,the jug sits in front of him, mp ,33559462,,,,,,,,,,,
,,P3,x, x ,x,,,,,,,,,,,
,,S1,the priest sits in front of him,coord,45637892012,,,,,,,,,,,
,,S2,the teacher sits in front of him, coord ,32511024,,,,,,,,,,,
,,Un,the glass sits in front of him,un,67890234562,,,,,,,,,,,
,,Un,x, x ,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,rug,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the rug is on the floor,target,212257003,M1_Noun_intransitivePPbeg_24,,F2_Noun_intransitivePPbeg_24,,,5,7,1,,,
,,P1,the bug is on the floor,mp,317723675,,,,,,,,,,,
,,P2,the mug is on the floor,mp,261202910,,,,,,,,,,,
,,P3,the drug is on the floor,mp,287908115,,,,,,,,,,,
,,S1,the carpet is on the folor,coord,60923764,,,,,,,,,,,
,,S2,the towel is on the floor,coord,92908003,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,

