,,S1,he holds the binoculars  in his hands,coord,305250251,,,,,,,,,,,
,,S2,he holds the mirror  in his hands,coord,37714207,,,,,,,,,,,
,,Un,he holds the cup  in his hands,un,24118450,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
41,hug,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she likes the hug in the evening,target,1451624,,M2_Noun_transitivePP_87,,F2_Noun_transitivePP_87,,6,6,1,,,
,,P1,she likes the mug in the evening,mp,48948737,,,,,,,,,,,
,,P2,she likes the rug in the evening,mp,87750751,,,,,,,,,,,
,,P3,she likes the hut in the evening,mp,213339481,,,,,,,,,,,
,,S1,she likes the kiss in the evening,coord,31857694,,,,,,,,,,,
,,S2,she likes the gift in the evening,coord,32738520,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
43,TV,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she likes the TV on the weekend,target,184296587,,M2_Noun_transitivePP_89,,F2_Noun_transitivePP_89,,8,7,2,,,
,,P1,she likes the Teepee on the weekend,mp,263392979,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,she likes the tea on the weekend,mp,153884597,,,,,,,,,,,
,,S1,she likes the radio on the weekend,coord,2038753,,,,,,,,,,,
,,S2,she likes the computer on the weekend,coord,200231804,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,she likes the bath on the weekend,un,74189155,,,,,,,,,,,
,,,,,,,,,,,,,,,,
45,hospital,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he uses the hospital at the weekend,Target,156022646,,M2_Noun_transitivePP_91,,F2_Noun_transitivePP_91,,8,7,3,,,
,,P1,he uses the hostel at the weekend,distant,230648185,,,,,,,,,,,
,,P2,he uses the hosepipe at the weekend,distant,106051277,,,,,,,,,,,
,,P3,he uses the kettle at the weekend,distant,13375702,,,,,,,,,,,
,,S1,he uses the ambulance at the weekend,assoc,113421097,,,,,,,,,,,
,,S2,he uses the stethescope at the weekend,assoc,173685527,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
47,gold,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he touches the gold accidently,Target,17808023,,M2_Noun_transitivePP_93,,F2_Noun_transitivePP_93,,8,7,1,,,
,,P1,he touches the goal accidently,mp,7273203,,,,,,,,,,,
,,P2,he touches the mould accidently,mp,265967048,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he touches the silver accidently,coord,218030857,,,,,,,,,,,
,,S2,he touches the money accidently,assoc,255690187,,,,,,,,,,,
,,Un,he touches the medal accidently,un,344500301,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
49,bed,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he hates bed at the moment,target,33724414,,M2_Noun_transitivePP_95,,F2_Noun_transitivePP_95,,8,7,1,,,
,,P1,he hates red at the moment,mp,93580291,,,,,,,,,,,
,,P2,he hates bread at the moment,mp,255437584,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he hates baths at the moment,assoc,13681709,,,,,,,,,,,
,,S2,he hates medicine at the moment,un,199237232,,,,,,,,,,,
,,Un,he hates spiders at the moment,un,172181477,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
50,football,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he buys a football at the shop,target,66600742,,M2_Noun_transitivePP_96,,F2_Noun_transitivePP_96,,8,7,2,,,
,,P1,he buys a tennisball at the shop,distant,123665758,,,,,,,,,,,
,,P2,he buys a golfball at the shop,distant,6202031512,,,,,,,,,,,
,,P3,he buys a beachball at the shop,distant,40167793,,,,,,,,,,,
,,S1,he buys a football boot at the shop,assoc,154603907,,,,,,,,,,,
,,S2,he buys a snookerball at the shop,un,61880773,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
55,hotplate,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he cooks the food on the hotplate,target,28712468,,M2_Noun_transitivePP_98,,F2_Noun_transitivePP_98,,2,7,2,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the cooks the food on the grill,coord,136231922,,,,,,,,,,,
,,S2,he cooks the food on the camp stove,coord,289126034,,,,,,,,,,,
,,Un,he cooks the food on the fire,un,309725183,,,,,,,,,,,
,,Un,he cooks the food on the bbq,un,43831996,,,,,,,,,,,
,,,,,,,,,,,,,,,,
56,playpen,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the father puts the baby in the playpen,target,209355751,,M2_Noun_transitivePP_99,,F2_Noun_transitivePP_99,,2,7,2,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,the father puts the baby in the playtent,distant,292673006,,,,,,,,,,,
,,S1,the father puts the baby in the cot,coord,164166098,,,,,,,,,,,
,,S2,the father puts the baby in the pram,assoc,61705891,,,,,,,,,,,
,,Un,the father puts the baby in the pushchair,un,133746512,,,,,,,,,,,
,,Un,the father puts the baby in the carseat,un,312444581,,,,,,,,,,,
,,,,,,,,,,,,,,,,
57,theatre,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he meets his date at the theatre,target,268866080,,M2_Noun_transitivePP_100,,F2_Noun_transitivePP_100,,2,7,3,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he meets his date at the park,coord,39595978,,,,,,,,,,,
,,S2,he meets his date at the restaurant,assoc,181218104,,,,,,,,,,,
,,Un,he meets his date at the shop,un,109239071,,,,,,,,,,,
,,Un,he meets his date at the fair,un,137877407,,,,,,,,,,,
,,,,,,,,,,,,,,,,
58,pinstripe,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he chooses the pinstripe every time,target,2871376,,M2_Noun_transitivePP_101,,F2_Noun_transitivePP_101,,2,7,2,,,
,,P1,he chooses the bagpipe everytime,distant,232270822,,,,,,,,,,,
,,P2,he chooses the stripe everytime,distant,18735054,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he chooses the top hat everytime,assoc,226670272,,,,,,,,,,,
,,S2,he chooses the bowtie everytime,assoc,260298563,,,,,,,,,,,
,,Un,he chooses the glasses everytime,un,40557715,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
59,lampshade,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he holds the lampshade in his hand,target,63051328,,M2_Noun_transitivePP_102,,F2_Noun_transitivePP_102,,3,7,2,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he holds the lightbulb in his hand,coord,405842518,,,,,,,,,,,
,,S2,he holds the switch in his hand,coord,230953855,,,,,,,,,,,
,,Un,he holds the candle in his hand,un,336829169,,,,,,,,,,,
,,Un,he holds the blind in his hand,un,163860881,,,,,,,,,,,
,,,,,,,,,,,,,,,,
60,crutch,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the man uses a crutch when he needs to,target,427285120,,M2_Noun_transitivePP_103,,F2_Noun_transitivePP_103,,3,7,1,,,
,,P1,the man uses a hutch when he needs to,mp,41138233,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the man uses a wheelchair when he needs to,assoc,129921902,,,,,,,,,,,
,,S2,the man uses a walking stick when he needs to,coord,9352848,,,,,,,,,,,
,,Un,the man uses a cage when he needs to,un,229248175,,,,,,,,,,,
,,Un,the man uses a lunchbox when he needs to,un,134349818,,,,,,,,,,,
,,,,,,,,,,,,,,,,
61,cardigan,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the cardigan keeps him warm when it's cold,target,262194317,,M2_Noun_transitivePP_104,,F2_Noun_transitivePP_104,,5,7,3,,,
,,P1,the car keeps him warm when it's cold,distant,323450258,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the jumper keeps him warm when it's cold,coord,17952737,,,,,,,,,,,
,,S2,the shawl keeps him warm when it's cold,coord,173240609,,,,,,,,,,,
,,Un,the coat keeps him warm when it's cold,un,282882188,,,,,,,,,,,
,,Un,the gloves keep him warm when it's cold,un,16011407,,,,,,,,,,,
,,,,,,,,,,,,,,,,
62,doorbell,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he hears the doorbell from the hall,targte,26105294,,M2_Noun_transitivePP_105,,F2_Noun_transitivePP_105,,5,7,2,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,he hears the bikebell from the hall,distant,203799691,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he hears the doorknocker from the hall,coord,405608575,,,,,,,,,,,
,,S2,he hears the letterbox from the hall,assoc,322567475,,,,,,,,,,,
,,Un,he hears the stereo from the hall,un,49117645,,,,,,,,,,,
,,Un,he hears the bell,un,941501,,,,,,,,,,,
,,,,,,,,,,,,,,,,
63,ostrich,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she loves the ostrich near the water,target,137581085,,M2_Noun_transitivePP_106,,F2_Noun_transitivePP_106,,5,7,2,,,
,,P1,she loves the sausage near the water,distant,55982446,,,,,,,,,,,
,,P2,she loves the cottage near the water,distant,301843475,,,,,,,,,,,
,,P3,she loves the swan near the water,coord,397229434,,,,,,,,,,,
,,S1,she loves the  flamingo near the water,coord,358774244,,,,,,,,,,,
,,S2,she loves the pig near the water,un,429409561,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
65,problem,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she struggles with the problem today,target,258121907,,M2_Noun_transitivePP_108,,F2_Noun_transitivePP_108,,8,4,2,,,
,,P1,she struggles with the pollen today,distant,195143984,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she struggles with the books today,assoc,284559344,,,,,,,,,,,
,,S2,she struggles with the bag today,assoc,176289686,,,,,,,,,,,
,,Un,she struggles with the insect today,un,30046045,,,,,,,,,,,
,,Un,she struggles with the dream today,un,250095046,,,,,,,,,,,
,,,,,,,,,,,,,,,,
66,picture,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she holds the picture in her hands,target,313920950,,M2_Noun_transitivePP_109,,F2_Noun_transitivePP_109,,8,7,2,,,
,,P1,she holds the pitcher in her hands,mp,33559462,,,,,,,,,,,
,,P2,she holds the furniture in her hands,distant,154603907,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she holds the camera in her hands,assoc,60001,,,,,,,,,,,
,,S2,she holds the frame in her hands,assoc,14959596,,,,,,,,,,,
,,Un,she holds the model in her hands,un,360474392,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
68,child,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she holds the child with her hands,target,207034693,,M2_Noun_transitivePP_111,,F2_Noun_transitivePP_111,,8,7,1,,,
,,P1,she holds the chive with her hands,close,263865977,,,,,,,,,,,
,,P2,she holds the chin with her hands,close,411809578,,,,,,,,,,,
,,P3,she holds the pram with her hands,assoc,27368260,,,,,,,,,,,
,,S1,she holds the scooter with her hands,assoc,248972908,,,,,,,,,,,
,,S2,she holds the adult with her hands,coord,398726587,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,eye,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he notices the eye in the corner,target,25168917,,M2_Noun_transitivePP_110,,F2_Noun_transitivePP_110,,8,7,1,,,
,,P1,he notices the spy  in the corner,mp,34993927,,,,,,,,,,,
,,P2,he notices the fly in the corner,mp,275672639,,,,,,,,,,,
,,P3,he notices the sky  in the corner,mp,32863584,,,,,,,,,,,
,,S1,he notices the galsses  in the corner,assoc,40557715,,,,,,,,,,,
,,S2,he notices the monocule  in the corner,assoc,38620788,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,table,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she clears the table everyday,target,6605013,,M2_Noun_transitivePP_94,,F2_Noun_transitivePP_94,,8,7,2,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,she clears the stable everyday,mp,176088998,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she clears the bar everyday,coord,244549678,,,,,,,,,,,
,,S2,she clears the floor everyday,coord,166287176,,,,,,,,,,,
,,Un,she clears the drain everyday,un,207763012,,,,,,,,,,,
,,Un,she clears the weeds everyday,un,318814274,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,train,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she loves the train in summer,target,91445984,,M2_Noun_transitivePP_92,,F2_Noun_transitivePP_92,,7,7,1,,,
,,P1,she loves the rain in summer,mp,289942922,,,,,,,,,,,
,,P2,she loves the grain in summer,mp,227933251,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she loves the car in summer,coord,274064687,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,she loves the sun in summer,un,19178037,,,,,,,,,,,
,,Un,she loves the beach in summer,un,45589032,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,drink,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he likes the drink in winter,Target,88323037,,M2_Noun_transitivePP_90,,F2_Noun_transitivePP_90,,8,7,1,,,
,,P1,he likes the rink in winter,mp,324371012,,,,,,,,,,,
,,P2,he likes the sink in winter,mp,19672542,,,,,,,,,,,
,,P3,he likes the pink in winter,mp,259220792,,,,,,,,,,,
,,S1,he likes the tap in winter,assoc,13681709,,,,,,,,,,,
,,S2,he likes the straw in winter,assoc,270140435,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,hares,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she owns the hares in the garden,target,153350132,,M2_Noun_transitivePP_85,,F2_Noun_transitivePP_85,,4,7,1,,,
,,P1,she owns the bears in the garden,mp,300259550,,,,,,,,,,,
,,P2,she owns the pears in the garden,mp,318095657,,,,,,,,,,,
,,P3,she owns the stairs in the garden,mp,104359808,,,,,,,,,,,
,,S1,she owns the guinea pigs in the garden,coord,110820515,,,,,,,,,,,
,,S2,she owns the chickens in the garden,coord,319643144,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,herd,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he moves the herd down the hill,target,375813928,,M2_Noun_transitivePP_86,,F2_Noun_transitivePP_86,,6,6,1,,,
,,P1,he moves the bird down the hill,mp,30755724,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he moves the cow down the hill,coord,215176945,,,,,,,,,,,
,,S2,he moves the bull down the hill,coord,156005849,,,,,,,,,,,
,,Un,he moves the flock down the hill,un,20531090,,,,,,,,,,,
,,Un,he moves the lamb down the hill,un,28170199,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,mind,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,the man uses his mind all the time,target,45450008,,M2_Noun_transitivePP_75,,F2_Noun_transitivePP_75,,8,4,1,,,
,,P1,the man uses his blind all the time,mp,114114163,,,,,,,,,,,
,,P2,the man uses his rind all the time,mp,320045093,,,,,,,,,,,
,,P3,the man uses his pint all the time,distant,123784216,,,,,,,,,,,
,,S1,the man uses his books all the time,assoc,34013737,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the man uses his hammer all the time,un,168280301,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,rain,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,she loves the rain in summer,target,289942922,,M2_Noun_transitivePP_73,,F2_Noun_transitivePP_73,,7,7,1,,,
,,P1,she loves the train in summer,mp,91445984,,,,,,,,,,,
,,P2,she loves the grain in summer,mp,299898173,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she loves the bus in summer,coord,111873668,,,,,,,,,,,
,,S2,she loves the beach in summer,coord,19178037,,,,,,,,,,,
,,Un,she loves the park in summer,un,289765559,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,link,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he notices the link on the table,target,251727970,,M2_Noun_transitivePP_65,,F2_Noun_transitivePP_65,,8,4,1,,,
,,P1,he notices the drink on the table,mp,290242436,,,,,,,,,,,
,,P2,he notices the ink on the table,mp,151126472,,,,,,,,,,,
,,P3,he notices the lock on the table,close,271498472,,,,,,,,,,,
,,S1,he notices the knot on the table,coord,93788887,,,,,,,,,,,
,,S2,he notices the key on the table,assoc,153545057,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,son,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,he holds his son carefully,target,394425508,,M2_Noun_transitivePP_62,,F2_Noun_transitivePP_62,,8,6,1,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,he holds his gun carefully,mp,390151240,,,,,,,,,,,
,,P3,he holds his bun carefully,mp,49245224,,,,,,,,,,,
,,S1,he holds his daughter carefully,coord,267241793,,,,,,,,,,,
,,S2,he holds his dinner carefully,x,x,,,,,,,,,,,
,,Un,he holds his bag carefully,un,322932869,,,,,,,,,,,
,,Un,x,un,54626915,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,king,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,she admires the king on the throne,target,214078708,,M2_Noun_transitivePP_58,,F2_Noun_transitivePP_58,,8,6,1,,,
,,P1,she admires the ring on the throne,mp,320902886,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she admires the queen on the throne,coord,127866917,,,,,,,,,,,
,,S2,she admires the crown on the throne,assoc,42029989,,,,,,,,,,,
,,Un,she admires the dog on the throne,un,108118169,,,,,,,,,,,
,,Un,she admires the frog on the throne,x,41847667,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,summer,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,the person likes the summer the best,target,221420479,,M2_Noun_transitivePP_52,,F2_Noun_transitivePP_52,,8,5,2,,,
,,P1,the person likes the armour the best,close,285073766,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the person likes the winter the best,coord,127158875,,,,,,,,,,,
,,S2,the person likes the lolly the best,assoc,12805333,,,,,,,,,,,
,,Un,the person likes the flower the best,un,91061990,,,,,,,,,,,
,,Un,the person likes the dog the best,un,50493080,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,bike,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,The man breaks the bike at work,target,213024565,,M2_Noun_transitivePP_47,,F2_Noun_transitivePP_47,,7,7,1,,,
,,P1,The man breaks the book at work,mp,189949892,,,,,,,,,,,
,,P2,The man breaks the spike at work,mp,226015210,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,The man breaks the trike at work,coord/mp,268947914,,,,,,,,,,,
,,S2,The man breaks the wheel at work,coord,39620029,,,,,,,,,,,
,,Un,the man breaks the helmet at work,target,4075903,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,door,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,The woman cleans the door with her hands,target,261359645,,M2_Noun_transitivePP_48,,F2_Noun_transitivePP_48,,8,7,1,,,
,,P1,The woman cleans the floor with her hands,mp,166287182,,,,,,,,,,,
,,P2,The woman cleans the jaw with her hands,mp,79552726,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,The woman cleans the window with her hands,coord,143060059,,,,,,,,,,,
,,S2,The woman cleans the ceiling with her hands,coord,82883296,,,,,,,,,,,
,,Un,The woman cleans the road with her hands,un,180741665,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,rug,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,The woman finds a rug for her mother,target,87750751,,M2_Noun_transitivePP_49,,F2_Noun_transitivePP_49,,5,7,1,,,
,,P1,The woman finds a bug for her mother,mp,133719272,,,,,,,,,,,
,,P2,Th woman finds a mug for her mother,mp,184890191,,,,,,,,,,,
,,P3,The woman finds a drug for her mother,mp,251002813,,,,,,,,,,,
,,S1,x,x,x,,,,,,,,,,,
,,S2,the woman finds a towel for her mother,coord,325778642,,,,,,,,,,,
,,Un,the woman finds a scarf for her mother,un,190473419,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,judge,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he dislikes this judge in front of him,target,33765791,,,M3_Noun_transitivePP_38,F2_Noun_transitivePP_38,,7,5,1,,,
,,P1,he dislikes this fudge in front of him,mp,123055120,,,,,,,,,,,
,,P2,he dislikes this jug in front of him,mp,33559462,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,he dislikes this policeperson in front of him,coord,20831195,,,,,,,,,,,
,,S2,he dislikes this teacher in front of him,coord,41856544,,,,,,,,,,,
,,Un,he dislikes this wine in front of him,un,45671065,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,peas,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,he loves peas all year,target,141833140,,,M3_Noun_transitivePP_39,F2_Noun_transitivePP_39,,5,7,1,,,
,,P1,he loves trees all year,mp,217813717,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,he loves keys all year,close,228118633,,,,,,,,,,,
,,S1,he loves beans all year,coord,28058533,,,,,,,,,,,
,,S2,he loves brocolli all year,coord,135020603,,,,,,,,,,,
,,Un,he loves computers all year,un,28180400,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,letter,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,The woman lifts the letter in her hand,target,46969977,,,M3_Noun_transitivePP_28,F2_Noun_transitivePP_28,,7,7,2,,,
,,P1,the woman lifts the ladder in her hand,distant,18560188,,,,,,,,,,,
,,P2,the woman lifts the litter in her hand,mp,193012910,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the woman lifts the parcel in her hand,coord,133674380,,,,,,,,,,,
,,S2,the woman lifts the sign in her hand,coord,51311013,,,,,,,,,,,
,,Un,the woman lifts the kitten in her hand,un,242966920,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,saucer,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the man uses the saucer with his tea,target,24118450,,,M3_Noun_transitivePP_31,F2_Noun_transitivePP_31,,5,7,2,,,
,,P1,the man uses the sauce with his tea,close,59734207,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the man uses the spoon with his tea,assoc,121078450,,,,,,,,,,,
,,S2,the man uses the teapot with his tea,assoc,119158993,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,the man uses the salt with his tea,un,242720572,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,fork,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,The man uses the fork in the garden,target,192369584,,,M3_Noun_transitivePP_22,F2_Noun_transitivePP_22,,5,7,1,,,
,,P1,The man uses the pork  in the garden,mp,247763509,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,The man uses the fort  in the garden,mp,56914543,,,,,,,,,,,
,,S1,The man uses the knife  in the garden,coord,103256255,,,,,,,,,,,
,,S2,The man uses the spear  in the garden,coord,16939585,,,,,,,,,,,
,,Un,The man uses the spoon  in the garden,coord,207120154,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,cow,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,The farmer holds the cow in the field,target,270296948,,,M3_Noun_transitivePP_24,F2_Noun_transitivePP_24,,6,7,1,,,
,,P1,x,x,x,,,,,,,,,,,
